date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:06:02	646716/646716	---M--	200	added ('OK')	image/png	etag:%229de3c-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/uploads/project_image/image/23/big_112450c6b858040fd49c96aede242de6.png	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/uploads/project_image/image/23/big_112450c6b858040fd49c96aede242de6.png	(from https://ardor-profile.herokuapp.com/)
11:06:03	159173/159173	---M--	200	added ('OK')	image/png	etag:%2226dc5-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/uploads/project_image/image/35/big_c475c2fbfa7240d5dd6f6bcba27628eb.png	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/uploads/project_image/image/35/big_c475c2fbfa7240d5dd6f6bcba27628eb.png	(from https://ardor-profile.herokuapp.com/)
11:06:03	0/0	---M--	200	added ('OK')	application/javascript	etag:%220-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/dma069.com/74322f6a-1c07-4d97-abf0-026e17f0cf59.js	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/dma069.com/74322f6a-1c07-4d97-abf0-026e17f0cf59.js	(from https://ardor-profile.herokuapp.com/)
11:06:04	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407.eot	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:05	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407d41d.eot?	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-13634da87d9e23f8c3ed9108ce1724d183a39ad072e73e1b3d8cbf646d2d0407d41dd41d.eot	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:06	239464/239464	---M--	200	added ('OK')	application/javascript	etag:%223a768-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/frontend-6aeb20501efca87943303189c0e7626e9754addc12edda6488c1882537b59c44.js	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/frontend-6aeb20501efca87943303189c0e7626e9754addc12edda6488c1882537b59c44.js	(from https://ardor-profile.herokuapp.com/)
11:06:06	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.html	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.html	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:06	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225b80-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-a26394f7ede100ca118eff2eda08596275a9839b959c226e15439557a5a80742.woff	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-a26394f7ede100ca118eff2eda08596275a9839b959c226e15439557a5a80742.woff	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:07	45404/45404	---M--	200	added ('OK')	text/html	etag:%22b15c-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-e395044093757d82afcb138957d06a1ea9361bdcf0b442d06a18a8051af57456.html	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-e395044093757d82afcb138957d06a1ea9361bdcf0b442d06a18a8051af57456.html	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:07	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-42f60659d265c1a3c30f9fa42abcbb56bd4a53af4d83d316d6dd7a36903c43e5.svg	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/bootstrap/glyphicons-halflings-regular-42f60659d265c1a3c30f9fa42abcbb56bd4a53af4d83d316d6dd7a36903c43e5.svg	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:07	1564/1564	---M--	200	added ('OK')	text/html	etag:%2261c-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/grabbing.html	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/grabbing.html	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:08	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-a9595e5bf3b6dbbc076902b9abdea356053d69a2fe66506706de9bb39a126b8f.eot	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-a9595e5bf3b6dbbc076902b9abdea356053d69a2fe66506706de9bb39a126b8f.eot	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:08	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-a9595e5bf3b6dbbc076902b9abdea356053d69a2fe66506706de9bb39a126b8fd41d.eot?	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-a9595e5bf3b6dbbc076902b9abdea356053d69a2fe66506706de9bb39a126b8fd41dd41d.eot	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:09	56780/56780	---M--	200	added ('OK')	text/html	etag:%22ddcc-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-aadc3580d2b64ff5a7e6f1425587db4e8b033efcbf8f5c332ca52a5ed580c87c.html	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-aadc3580d2b64ff5a7e6f1425587db4e8b033efcbf8f5c332ca52a5ed580c87c.html	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
11:06:09	43572/43572	---M--	200	added ('OK')	font/woff	etag:%22aa34-566ad1ba92ac0%22	https://ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-18e6b5ff511b90edf098e62ac45ed9d6673a3eee10165d0de4164d4d02a3a77f.woff	D:/ardor-html/ardor-html/ardor-profile.herokuapp.com/assets/font-awesome/fontawesome-webfont-18e6b5ff511b90edf098e62ac45ed9d6673a3eee10165d0de4164d4d02a3a77f.woff	(from https://ardor-profile.herokuapp.com/assets/frontend.css)
